event_id,event_date,landslide_category,landslide_trigger,landslide_size,admin_division_population,gazeteer_distance,longitude,latitude,fatality_count,injury_count
684,8/1/2008 0:00,landslide,rain,large,0,41.02145,107.45,32.5625,11,
956,1/2/2009 2:00,mudslide,downpour,small,36619,0.60342,-122.663,45.42,0,
973,1/19/2007 0:00,landslide,downpour,large,14708,0.85548,-75.3587,-11.1295,10,
1067,7/31/2009 0:00,landslide,monsoon,medium,20908,0.75395,81.708,28.8378,1,
2603,10/16/2010 12:00,landslide,tropical_cyclone,medium,798634,2.02204,123.8978,10.3336,0,
4203,2/16/2012 0:00,landslide,downpour,medium,2404,2.28967,124.9668,10.7004,0,
4290,3/30/2012 0:00,mudslide,downpour,small,2126,19.97241,-117.2665,48.2797,0,
225,9/2/2007 0:00,complex,tropical_cyclone,medium,3191,10.88351,-107.622,24.9531,3,
236,9/5/2007 0:00,mudslide,rain,medium,2689,4.51471,-114.4194,43.6846,,
873,11/1/2008 0:00,complex,downpour,medium,0,55.18512,100.0845,23.89,2,
874,11/1/2008 0:00,complex,downpour,medium,1023674,6.82298,102.695,25.0967,4,
8253,12/21/2014 8:10,landslide,unknown,unknown,12883,0.87786,-122.8178,45.8647,0,0
954,1/1/2009 22:24,mudslide,rain,small,4864,7.43093,-122.0704,45.377,0,
955,1/2/2009 20:30,landslide,downpour,medium,6721,5.5353,124.0419,12.5655,0,1
957,1/3/2009 0:00,mudslide,rain,small,583776,0.55624,-122.67,45.521,0,
958,1/7/2009 1:41,landslide,rain,small,1150,2.71542,-83.071,35.507,0,
959,1/7/2009 0:00,landslide,rain,small,1895,4.05885,-122.893,46.11,0,
961,1/7/2009 0:00,mudslide,rain,small,6335,0.68778,-122.334,47.432,0,
962,1/7/2009 0:00,landslide,downpour,medium,1347,33.29411,-121.75,48.538,0,
963,1/7/2009 0:00,mudslide,rain,small,6441,10.78797,-122.2,48.72,0,
964,1/8/2009 0:00,mudslide,unknown,small,11925,1.87666,-122.909,46.1299,0,
965,1/8/2009 1:00,complex,rain,small,22699,5.27987,-122.273,47.538,0,
966,1/8/2009 6:00,mudslide,rain,small,3324,8.1479,-122.037,48.929,0,
968,1/13/2009 0:00,landslide,downpour,medium,148000,2.88422,5.765,36.7946,6,
969,1/13/2009 8:50,mudslide,rain,small,33505,0.57422,-122.2072,47.7573,0,
971,1/16/2009 13:00,landslide,rain,medium,570407,2.42408,110.3442,1.531,0,
972,1/19/2009 23:00,landslide,rain,medium,0,0.63292,116.662,-8.5073,4,
1085,8/13/2009 0:00,landslide,downpour,medium,802639,0.13721,-13.2287,8.4841,7,
974,1/22/2009 0:00,landslide,downpour,medium,64409,16.55352,115.0668,5.031,2,
975,1/22/2009 0:00,landslide,downpour,medium,12294193,0.15208,-99.1276,19.4271,2,
976,1/26/2009 0:00,mudslide,downpour,medium,959470,0.79183,14.252,40.8403,2,
978,2/6/2009 0:00,mudslide,rain,small,10917,0.26489,-118.05,34.162,0,
1054,7/22/2009 0:00,landslide,downpour,medium,46427,4.62496,88.3143,26.8572,0,
980,2/7/2009 0:00,landslide,downpour,medium,0,2.33966,123.226,9.29,2,
983,9/9/2009 0:00,landslide,downpour,medium,4164,6.62506,121.56,14.545,2,
1010,4/20/2009 9:00,mudslide,downpour,small,1463,13.41471,-79.4305,37.9137,0,
1118,8/23/2009 0:00,complex,downpour,small,19972,0.40001,145.9063,-41.0528,0,
1048,7/2/2009 3:00,landslide,monsoon,medium,200000,7.08117,83.9806,28.2039,3,
1049,7/2/2009 0:00,landslide,monsoon,medium,0,32.28507,84.2279,27.9447,2,
1053,7/21/2009 0:00,landslide,downpour,medium,116925,0.57723,131.5729,34.0496,6,
1055,7/22/2009 0:00,landslide,downpour,medium,46427,0.15035,88.2788,26.8826,0,
1058,7/24/2009 0:00,landslide,downpour,medium,1143841,1.2282,132.4592,34.3852,2,
1060,7/25/2009 0:00,landslide,downpour,medium,0,1.08737,103.5868,31.483,6,
1061,7/1/2009 5:40,landslide,downpour,medium,1464,3.541,88.527,27.478,0,
1062,7/27/2009 0:00,landslide,monsoon,large,1600,24.0447,85.71,28,13,
1065,7/31/2009 0:00,landslide,monsoon,medium,21867,17.40134,83.8791,28.1046,5,
1181,9/20/2009 18:30,mudslide,downpour,medium,2369,23.55928,-132.7269,56.5561,,
1187,9/22/2009 2:00,mudslide,downpour,medium,2369,24.6152,-132.7348,56.5692,,
1188,9/22/2009 5:00,mudslide,downpour,medium,2369,16.55139,-132.5617,56.5787,,
1312,11/18/2009 0:00,mudslide,downpour,small,6651,2.74791,-122.5562,47.2846,0,
1319,11/21/2009 0:00,landslide,downpour,medium,31352,16.15374,109.9187,-7.571,0,
1353,12/9/2009 0:00,mudslide,downpour,small,167674,5.97545,-85.3697,35.0672,0,
1354,12/9/2009 0:00,mudslide,downpour,small,7554,2.05274,-85.3361,35.1052,0,
1382,1/1/2010 0:00,mudslide,downpour,large,153635,2.5888,-44.32249842,-23.01374445,22,28
8208,2/6/2015 13:18,landslide,unknown,unknown,3742,3.64565,-123.1587,45.2335,0,0
1617,4/5/2010 0:00,landslide,downpour,medium,456456,2.64466,-43.07409842,-22.89234445,0,
2164,7/29/2010 23:00,landslide,downpour,medium,15118,39.51186,94.48214677,25.3098633,0,
2216,8/6/2010 0:00,landslide,downpour,medium,2005,41.15433,74.8609,36.6567,0,
2601,10/16/2010 0:00,landslide,tropical_cyclone,medium,48638,5.0295,123.9153,10.395,0,
2607,10/17/2010 0:00,landslide,tropical_cyclone,medium,7779,0.5475,123.72,10.57,0,
2608,10/17/2010 0:00,landslide,tropical_cyclone,medium,2968,2.66226,123.98,10.77,0,
2988,1/12/2011 0:00,mudslide,downpour,very_large,153361,9.07433,-42.6018,-22.2331,0,
37,3/19/2007 0:00,landslide,rain,medium,14711,18.10887,74.3333,33.8778,2,
3463,5/4/2011 9:00,mudslide,downpour,small,2386,5.80477,-73.0562,44.9378,0,
3669,6/29/2011 0:00,landslide,downpour,medium,17123,34.03469,78.7963,30.7666,0,
3712,7/3/2011 0:00,landslide,downpour,medium,91733,13.24717,83.5754,27.7394,2,
3709,7/3/2011 0:00,landslide,downpour,medium,23296,30.9652,83.2934,28.3683,0,
3710,7/3/2011 0:00,landslide,downpour,medium,23693,34.98625,83.2934,28.0889,0,
9763,6/2/2017 13:34,landslide,tropical_cyclone,medium,,,-96.22255907,16.09880042,2,
3750,7/9/2011 0:00,landslide,downpour,medium,17123,14.8033,78.5925,30.7652,0,
3751,7/9/2011 0:00,landslide,downpour,medium,2000,48.67682,79.0685,30.7331,0,
3752,7/9/2011 0:00,landslide,downpour,medium,7725,30.56741,78.4129,31.0188,0,
3821,7/21/2011 0:00,landslide,rain,medium,32442,15.271,79.6367,29.7334,1,
3785,7/16/2011 0:00,mudslide,downpour,medium,20324,30.61676,-36.9541,-8.8137,0,
4197,2/14/2012 0:00,landslide,downpour,medium,48638,4.34527,123.92,10.39,0,
3786,7/16/2011 0:00,mudslide,downpour,medium,1478098,0.05001,-34.8813,-8.0543,1,
3819,7/21/2011 0:00,landslide,rain,medium,2000,9.78584,79.3318,30.4043,1,
3833,7/22/2011 0:00,landslide,tropical_cyclone,medium,127235,0.36051,-103.7244,19.2444,0,
3834,7/22/2011 0:00,landslide,tropical_cyclone,medium,165250,6.8095,-99.538,17.4974,0,
3835,7/22/2011 0:00,landslide,tropical_cyclone,medium,2817,3.36905,-101.7023,19.5805,0,
4205,2/16/2012 0:00,landslide,downpour,medium,0,0.71608,124.9705,10.6073,0,
1306,11/17/2009 0:00,mudslide,downpour,small,66450,0.74953,-122.8001,49.0229,0,
3836,7/22/2011 0:00,landslide,tropical_cyclone,medium,6361,19.41353,-104.8334,21.7595,0,
3865,7/30/2011 0:00,mudslide,rain,small,3801,4.90954,-107.1291,39.4274,0,
3866,7/30/2011 0:00,mudslide,rain,small,9614,10.57117,-107.2225,39.4977,0,
3978,9/17/2011 9:00,landslide,downpour,medium,5427,28.60568,82.6474,28.3875,7,
4195,2/14/2012 0:00,landslide,downpour,medium,798634,5.89364,123.89,10.37,0,
4196,2/14/2012 0:00,landslide,downpour,medium,48638,7.06201,123.91,10.42,0,
9853,8/16/2016 19:22,landslide,rain,large,,,88.492,27.593,0,0
4346,5/2/2012 0:00,landslide,downpour,large,2514,14.54271,-124.01,42.9744,,
4565,9/18/2012 0:00,landslide,downpour,medium,2467,8.68139,77.1029,31.0226,,
4569,9/19/2012 0:00,landslide,downpour,large,1464,36.59477,88.556,27.8385,20,
4571,9/19/2012 0:00,landslide,downpour,large,1464,18.14812,88.605,27.6558,,
4589,10/19/2012 0:00,landslide,downpour,medium,50293,33.47473,-0.9992,5.5779,,
4680,12/25/2012 3:00,landslide,rain,medium,0,8.24676,-60.55,11.3169,,
9946,7/4/2017 14:33,landslide,rain,medium,,,91.92597729,21.61900923,1,0
4880,5/28/2013 0:00,landslide,downpour,medium,3302,0.7476,-79.8897,9.3381,0,
4881,5/28/2013 0:00,landslide,downpour,medium,76643,0.20365,-79.9029,9.3581,0,
4929,6/16/2013 0:00,landslide,rain,medium,27611,14.58545,78.3881,30.4954,0,
4930,6/16/2013 0:00,landslide,rain,medium,17123,27.63875,78.6695,30.885,0,
4931,6/16/2013 0:00,landslide,rain,medium,7331,11.27172,80.417,29.7986,0,
4964,6/19/2013 0:00,mudslide,downpour,medium,9813,62.26908,-116.9044,50.0023,0,
9966,9/5/2016 18:04,landslide,rain,large,,,94.257523,26.092493,0,0
4982,6/25/2013 8:00,landslide,downpour,medium,31364,6.03885,77.5947,10.9628,0,
4983,6/25/2013 8:00,landslide,downpour,medium,31364,6.03885,77.5947,10.9628,0,
5102,7/14/2013 0:00,landslide,unknown,medium,0,5.98979,82.1847,28.4311,0,
5122,7/17/2013 0:00,mudslide,rain,medium,92113,19.79639,93.9413,25.7658,0,
5103,7/14/2013 0:00,landslide,unknown,medium,0,37.5595,82.4393,28.6202,0,
5123,7/17/2013 0:00,mudslide,rain,medium,92113,4.81849,94.0885,25.7131,0,
5153,7/21/2013 0:00,landslide,rain,medium,798634,1.39014,123.888,10.329,0,
5154,7/21/2013 0:00,landslide,rain,medium,798634,2.8399,123.8725,10.335,0,
9744,1/6/2017 14:34,rock_fall,unknown,small,,,-119.7795082,37.67607624,0,0
5597,10/9/2013 0:00,landslide,rain,medium,8818,0.33828,12.3966,47.446,1,1
7056,5/17/2015 0:00,landslide,rain,medium,1173,6.46156,-117.0898,32.5196,0,0
9988,9/10/2016 18:52,landslide,downpour,large,,,112.61191,-8.034706,0,0
9985,9/6/2016 18:52,landslide,rain,large,,,84.069015,28.145796,4,2
9987,6/30/2017 16:00,landslide,continuous_rain,medium,,,106.7121322,-6.522155904,0,0
9984,7/1/2017 16:00,landslide,downpour,small,,,94.24416766,26.1445447,0,0
10000,7/5/2017 19:39,landslide,continuous_rain,medium,,,92.10434768,21.23699085,1,
9940,7/3/2017 15:17,landslide,continuous_rain,medium,,,91.87202793,26.20450454,1,0
9967,7/1/2017 14:33,debris_flow,downpour,medium,,,-72.34106092,43.65859938,0,0
9964,9/4/2016 18:04,landslide,dam_embankment_collapse,large,,,13.787332,46.726906,0,0
9965,9/5/2016 18:04,landslide,rain,large,,,94.514651,26.324724,0,0
9943,6/13/2017 15:17,landslide,continuous_rain,large,,,91.83258101,22.35037081,33,0
9941,7/2/2017 15:17,landslide,continuous_rain,small,,,92.03513581,22.77997113,0,0
9958,7/3/2017 14:33,landslide,downpour,small,,,105.5299971,23.14383048,0,0
9944,7/3/2017 18:04,landslide,rain,medium,,,84.54704621,27.83196401,0,0
9945,9/2/2016 18:04,landslide,unknown,small,,,84.854632,27.769034,1,0
9962,7/3/2017 14:33,landslide,downpour,small,,,104.4530851,22.69040325,0,0
9969,7/4/2017 16:00,rock_fall,no_apparent_trigger,small,,,-112.9476039,37.29584217,0,1
9950,9/2/2016 18:04,landslide,rain,large,,,87.640957,27.513641,4,10
9974,7/4/2017 16:00,landslide,continuous_rain,small,,,94.12901274,25.4976444,0,0
9687,6/12/2017 17:43,mudslide,unknown,unknown,,,-100.3120723,17.85175828,2,1
9956,7/3/2017 14:33,landslide,downpour,medium,,,105.4244893,23.16100191,2,0
9963,9/4/2016 4:00,landslide,downpour,large,,,85.201673,27.833565,0,0
9955,7/3/2017 18:04,landslide,,medium,,,87.055222,27.167781,2,
9972,7/3/2017 16:00,landslide,continuous_rain,medium,,,91.92053028,26.22247247,1,0
9959,9/4/2016 18:04,landslide,rain,medium,,,83.498645,28.377188,0,0
9951,7/3/2017 14:33,landslide,downpour,small,,,91.85158907,26.1061808,0,0
9952,7/3/2017 14:33,landslide,downpour,small,,,91.86227824,26.10430759,0,0
9942,6/13/2017 15:17,landslide,continuous_rain,large,,,92.22099982,22.74955141,105,0
9961,7/3/2017 14:33,landslide,downpour,small,,,105.1593663,22.77992936,0,0
9975,9/7/2016 18:04,landslide,rain,large,,,-90.604924,14.521881,11,0
9954,6/29/2017 14:33,landslide,no_apparent_trigger,small,,,-80.00630324,40.24298211,0,0
9699,6/13/2017 18:48,landslide,downpour,medium,,,91.91261915,22.80452414,2,
9968,9/6/2016 18:04,mudslide,rain,medium,,,3.351692,6.60222,2,0
9953,9/2/2016 18:04,landslide,unknown,large,,,77.109719,31.956546,4,5
9980,9/8/2016 18:04,landslide,rain,small,,,71.398496,34.525881,3,0
9992,7/2/2017 19:39,landslide,rain,small,,,85.91050294,27.90362599,0,0
9998,7/4/2017 19:39,landslide,rain,medium,,,94.21263589,27.98531715,0,0
9983,7/1/2017 16:00,landslide,continuous_rain,small,,,94.24222574,26.11613908,0,0
9996,6/19/2017 19:39,mudslide,downpour,small,,,-72.44447441,43.10590179,0,0
9990,7/1/2017 16:00,landslide,downpour,small,,,175.2344014,-36.95665535,0,0
9999,7/5/2017 19:39,landslide,continuous_rain,medium,,,92.17584376,21.42181705,1,1
9993,7/4/2017 19:39,landslide,rain,small,,,94.26296826,27.97875751,0,0
9979,9/8/2016 18:04,landslide,rain,medium,,,123.821113,10.283626,0,0
9976,7/5/2017 16:00,landslide,continuous_rain,medium,,,88.29518925,26.90298048,0,0
9991,7/5/2017 18:52,landslide,,,,,85.143062,27.878121,,
9989,6/28/2017 16:00,landslide,other,large,,,92.87641207,23.69461107,0,0
9978,7/4/2017 16:00,landslide,continuous_rain,small,,,-61.54264771,10.68399129,0,0
9986,7/1/2017 16:00,landslide,continuous_rain,medium,,,106.78629,-6.558993431,0,0
9981,7/2/2017 16:00,landslide,continuous_rain,large,,,108.5421686,28.54909078,,
9977,7/3/2017 18:04,landslide,rain,medium,,,167.940244,-44.675943,0,0
9997,7/5/2017 19:39,landslide,no_apparent_trigger,very_large,,,-109.4847675,43.21843612,0,0
9982,7/1/2017 16:00,landslide,downpour,medium,,,94.55427723,26.3312531,0,0
9994,7/6/2017 19:39,landslide,continuous_rain,medium,,,88.25902123,27.02149311,0,0
9863,8/16/2016 12:40,landslide,rain,small,,,83.567989,28.372874,1,0
9851,6/25/2017 13:10,mudslide,rain,medium,,,75.19605556,38.74738889,0,0
9714,6/13/2017 13:27,landslide,unknown,small,,,-2.345003962,52.1104766,0,0
9871,8/15/2016 12:40,mudslide,continuous_rain,medium,,,120.595832,16.404676,0,0
9811,6/19/2017 20:14,mudslide,rain,medium,,,3.381341033,6.622961187,6,1
9765,6/1/2017 13:34,rock_fall,unknown,small,,,-105.4129317,38.48258714,0,0
9759,5/15/2017 13:34,landslide,unknown,small,,,-111.6038025,39.12221676,0,0
9731,6/5/2017 13:20,landslide,leaking_pipe,small,,,18.18030889,42.62244921,0,0
9800,5/20/2017 20:14,mudslide,rain,medium,,,37.559988,-0.58474,0,0
9825,5/19/2017 13:15,riverbank_collapse,rain,medium,,,96.82040086,17.06998518,,
9779,5/13/2017 14:21,rock_fall,unknown,medium,,,-83.02836628,36.50129467,0,0
9823,5/16/2017 13:15,landslide,rain,small,,,-103.7798821,44.3517732,0,0
9746,6/5/2017 13:34,rock_fall,unknown,medium,,,94.29816252,23.19807165,0,0
9693,5/17/2017 18:48,landslide,unknown,small,,,-111.678278,40.61990972,0,0
9735,6/5/2017 13:34,rock_fall,unknown,small,,,-81.6651904,38.37512397,0,0
9829,6/19/2017 13:15,landslide,unknown,small,,,93.6146564,27.06992579,1,
9865,8/14/2016 12:40,landslide,rain,large,,,85.01,28.069957,0,0
9784,5/29/2017 13:34,landslide,rain,small,,,41.98700247,45.08144863,0,0
9700,6/14/2017 18:48,landslide,downpour,medium,,,92.21525816,21.04270451,2,
9768,6/1/2017 13:34,landslide,rain,small,,,-117.226052,47.67463292,0,0
9740,6/5/2017 13:34,landslide,rain,small,,,75.46743478,34.27703802,0,0
9757,5/31/2017 13:34,landslide,unknown,small,,,-121.6697643,37.74061109,0,0
9872,6/27/2017 13:20,rock_fall,unknown,medium,,,-122.8035956,43.20953132,0,0
9776,5/27/2017 13:34,landslide,rain,medium,,,80.26097734,16.28332586,6,1
9816,5/19/2017 20:14,rock_fall,unknown,small,,,-105.4935275,38.45256863,0,0
9878,6/29/2017 13:20,mudslide,rain,medium,,,72.45209341,41.25565464,0,0
9807,5/24/2017 20:14,landslide,unknown,small,,,-111.5601178,39.13679306,0,0
9849,8/10/2016 19:22,landslide,continuous_rain,small,,,80.237218,30.070512,1,0
9866,8/17/2016 12:40,landslide,construction,small,,,-2.48863,53.702353,0,0
9882,8/19/2016 17:15,mudslide,downpour,very_large,,,106.801076,-6.311708,0,0
9877,6/26/2017 13:20,landslide,downpour,medium,,,93.20266204,24.21988831,0,0
9783,5/28/2017 13:34,rock_fall,rain,small,,,121.7334279,24.89456743,0,0
9839,8/9/2016 13:37,landslide,rain,small,,,86.1804,27.6835,2,1
9713,6/10/2017 13:27,mudslide,rain,medium,,,-100.6903727,17.1523721,8,
9694,5/12/2017 13:28,mudslide,rain,small,,,-111.650935,40.48808507,0,0
9769,5/30/2017 13:34,landslide,rain,small,,,120.9613282,16.77787239,0,0
9755,5/30/2017 13:34,rock_fall,rain,small,,,-85.97897289,36.27009466,0,0
9761,6/1/2017 13:34,landslide,rain,small,,,76.8694278,11.34165808,0,0
9774,5/28/2017 13:34,mudslide,snowfall_snowmelt,large,,,71.27547914,39.19779968,0,0
9771,5/29/2017 13:34,landslide,continuous_rain,small,,,93.61589869,22.65620215,0,0
9814,5/20/2017 20:14,landslide,other,medium,,,43.39854621,41.83695379,0,0
9835,6/21/2017 18:51,landslide,rain,small,,,75.37123,32.62803,0,0
9846,6/24/2017 13:10,landslide,rain,medium,,,98.92090376,29.71492436,0,0
9758,5/29/2017 13:34,landslide,unknown,small,,,-116.6803679,46.59738913,0,0
9750,6/4/2017 13:34,landslide,continuous_rain,medium,,,92.94670614,25.15246863,,
9702,6/13/2017 18:48,landslide,downpour,large,,,92.2676503,21.87861504,6,0
9850,8/13/2016 19:22,landslide,continuous_rain,medium,,,116.732231,24.725938,1,22
9876,6/27/2017 13:20,landslide,downpour,medium,,,93.18182448,24.30415689,0,0
9802,5/20/2017 20:14,landslide,unknown,medium,,,79.56163208,30.56504675,0,0
9859,8/15/2016 19:22,landslide,rain,small,,,78.412784,31.581485,0,0
9869,8/16/2016 12:40,landslide,other,small,,,95.399897,26.88161,1,0
9809,5/20/2017 20:14,landslide,rain,large,,,79.49231617,30.73315585,13,
9795,5/24/2017 20:14,landslide,mining,medium,,,67.458172,30.02715,4,15
9830,6/21/2017 13:15,landslide,downpour,medium,,,75.23162006,33.63251807,,
9805,5/22/2017 20:14,rock_fall,unknown,small,,,-80.960781,37.335787,0,0
9689,6/19/2017 13:15,rock_fall,rain,small,,,18.36915952,-34.06995509,0,0
9727,6/12/2017 13:27,landslide,rain,small,,,74.66018578,13.90074546,0,0
9792,5/25/2017 20:14,landslide,unknown,medium,,,80.15402093,6.519724975,6,
9874,8/18/2016 12:40,mudslide,rain,medium,,,70.56256,39.978954,0,0
9841,6/29/2017 13:37,landslide,rain,medium,,,80.630002,29.60012,0,0
9690,6/12/2017 18:03,rock_fall,unknown,medium,,,-119.710017,37.72438031,0,0
9728,6/13/2017 13:27,landslide,rain,medium,,,120.5927163,0.744821843,0,0
9804,5/21/2017 20:14,rock_fall,unknown,small,,,-105.3475523,40.43368578,0,0
9711,6/8/2017 13:27,landslide,rain,small,,,-120.3239812,38.76361817,0,0
9793,5/24/2017 20:14,landslide,continuous_rain,medium,,,123.2109112,9.309786719,0,0
9760,5/28/2017 13:34,landslide,rain,medium,,,118.8014459,9.94928114,5,0
9710,6/9/2017 13:27,mudslide,rain,small,,,-119.1365358,53.98572214,0,0
9777,5/28/2017 13:34,landslide,unknown,small,,,-122.5511059,47.25158303,0,0
9733,6/3/2017 13:20,landslide,continuous_rain,medium,,,91.8949662,23.86469956,3,1
9801,5/23/2017 20:14,mudslide,rain,medium,,,110.7318885,27.63630585,0,5
9706,6/6/2017 13:27,landslide,rain,small,,,79.31958144,30.33597362,1,1
9842,8/9/2016 13:37,landslide,flooding,large,,,82.2896,29.48,0,0
9778,5/29/2017 13:34,rock_fall,unknown,small,,,-82.46374308,37.54560113,0,0
9864,8/16/2016 12:40,landslide,rain,medium,,,79.451264,29.350849,0,0
9881,6/30/2017 13:20,landslide,downpour,small,,,103.0563058,26.74386788,0,0
9719,6/11/2017 13:27,landslide,rain,medium,,,74.41606625,14.42827957,3,7
9709,6/12/2017 13:27,landslide,rain,small,,,74.6246332,13.87803507,0,0
9767,6/2/2017 4:00,landslide,unknown,small,,,31.37246273,30.0283327,0,0
9831,6/21/2017 13:15,landslide,unknown,small,,,-113.9595385,46.29169767,0,0
9741,6/5/2017 13:34,landslide,rain,medium,,,88.2667225,26.9653186,1,2
9826,6/21/2017 13:15,landslide,rain,small,,,74.93828041,33.01739981,0,0
9721,6/12/2017 13:27,landslide,rain,medium,,,92.16404889,22.59420297,2,
9827,6/18/2017 13:15,landslide,downpour,small,,,-80.35294788,44.51447151,0,0
9688,10/31/2016 14:24,mudslide,leaking_pipe,small,,,30.280797,-29.542639,0,0
9847,8/11/2016 19:22,landslide,flooding,small,,,-92.2696,44.451126,0,0
9734,5/20/2017 13:34,landslide,rain,very_large,,,-121.4323838,35.86562803,0,0
9697,6/13/2017 18:48,landslide,downpour,large,,,92.15898865,22.65242372,18,
9862,8/16/2016 12:40,mudslide,rain,large,,,78.301945,42.683128,0,0
9852,8/9/2016 19:22,landslide,downpour,small,,,76.932771,31.70779,0,1
9815,5/19/2017 20:14,mudslide,rain,small,,,-118.145399,48.51199102,0,0
9836,6/21/2017 18:51,rock_fall,rain,small,,,75.12206351,32.94818322,0,0
9736,1/3/2017 14:34,rock_fall,rain,small,,,-156.0424592,20.66353189,0,1
9806,5/19/2017 20:14,rock_fall,rain,medium,,,-108.1852766,43.51364004,0,0
9799,6/24/2017 20:14,landslide,rain,small,,,-81.743517,36.29586263,0,0
9870,6/29/2017 13:20,landslide,monsoon,medium,,,76.99790295,30.86642127,0,0
9860,6/28/2017 13:10,landslide,downpour,small,,,105.1071076,8.828619884,0,0
9773,5/26/2017 13:34,mudslide,flooding,small,,,-117.6696041,49.31947768,0,0
9861,6/28/2017 13:10,landslide,downpour,medium,,,105.0509254,8.774707564,0,0
9885,6/30/2017 17:15,landslide,flooding,medium,,,84.386742,28.301686,0,0
9796,5/23/2017 20:14,landslide,continuous_rain,small,,,-82.65673522,37.46259713,0,0
9707,6/7/2017 13:27,landslide,rain,medium,,,76.80054202,30.94222039,8,9
9726,6/8/2017 13:27,landslide,unknown,small,,,74.23352995,33.35149269,1,2
9772,5/30/2017 13:34,landslide,flooding,medium,,,100.3934933,-0.899660812,,
9794,5/24/2017 20:14,landslide,rain,small,,,120.6312641,16.36626096,1,2
7988,2/14/2016 7:53,landslide,unknown,unknown,4584,17.56982,-123.5552,44.624,0,0
9691,6/12/2017 12:00,landslide,unknown,large,,,-119.7486535,37.68040491,0,0
9701,6/13/2017 18:48,landslide,downpour,medium,,,91.91261915,22.80452414,2,
9703,6/13/2017 18:48,landslide,downpour,large,,,91.97239273,22.44394492,50,
9743,6/4/2017 13:34,landslide,unknown,medium,,,93.54235868,27.05909317,0,0
9838,6/27/2017 13:10,landslide,continuous_rain,medium,,,83.86441477,28.28120123,0,1
9730,6/12/2017 13:27,landslide,rain,small,,,74.85970453,12.89674168,,
9708,6/13/2017 13:27,landslide,tropical_cyclone,small,,,114.2092721,22.25721598,0,0
9751,6/5/2017 13:34,landslide,unknown,small,,,-123.3253398,43.29203902,0,0
9873,6/27/2017 13:20,landslide,unknown,small,,,-120.7220363,38.20150332,0,0
9754,5/30/2017 13:34,riverbank_collapse,unknown,medium,,,104.9913709,8.757672854,0,0
9696,5/25/2017 18:48,landslide,rain,small,,,101.7707724,3.013135465,0,0
9886,6/30/2017 13:20,landslide,rain,medium,,,74.93530189,33.01346369,1,8
9766,5/29/2017 13:34,landslide,mining,medium,,,121.8676602,24.54070891,0,0
9834,6/21/2017 18:51,landslide,rain,small,,,93.54136779,27.05880384,0,0
9787,5/26/2017 16:59,landslide,continuous_rain,medium,,,80.160486,6.586835,,
9817,5/19/2017 20:14,rock_fall,unknown,small,,,-112.9584172,37.2111985,0,0
9739,6/5/2017 13:34,landslide,rain,small,,,-1.959208202,53.72832063,0,0
9844,6/19/2017 13:10,mudslide,rain,large,,,-122.2792711,51.97686189,0,1
9729,6/5/2017 13:27,landslide,rain,medium,,,160.1781839,-9.632058442,0,0
9832,6/20/2017 13:15,rock_fall,unknown,small,,,-61.03728637,13.94370273,0,0
9854,8/15/2016 19:22,landslide,rain,small,,,111.145575,37.513392,0,0
9789,5/26/2017 16:59,landslide,rain,small,,,91.881892,25.907233,0,3
9819,5/18/2017 13:15,landslide,rain,large,,,-74.19608968,18.52049393,23,
9742,6/2/2017 13:34,landslide,continuous_rain,medium,,,94.11844319,25.67061161,0,0
9723,1/10/2017 14:27,landslide,rain,large,,,-65.46576609,-23.91300145,2,5
9722,6/14/2017 13:27,landslide,earthquake,medium,,,-91.89697611,15.12277305,0,0
9875,6/26/2017 13:20,landslide,downpour,large,,,93.15020652,24.32420539,0,0
9718,5/25/2017 13:27,landslide,unknown,medium,,,-121.5287745,36.01490705,0,0
9803,5/22/2017 20:14,rock_fall,unknown,small,,,-112.122531,46.938003,0,0
9868,6/10/2017 13:20,landslide,unknown,medium,,,-80.73380758,40.00611531,0,0
9813,5/21/2017 20:14,landslide,flooding,small,,,-119.4860961,50.19859431,0,0
9715,6/12/2017 13:27,landslide,rain,medium,,,92.16404889,22.59420297,2,
9756,6/1/2017 13:34,landslide,tropical_cyclone,medium,,,-96.40548584,16.08793756,2,
9848,8/11/2016 19:22,landslide,continuous_rain,medium,,,-5.672826814,56.87939325,0,0
9791,5/25/2017 16:59,landslide,rain,medium,,,80.60687667,6.093508095,9,
9738,6/5/2017 13:34,landslide,construction,medium,,,76.89785918,8.558668245,4,1
9748,6/4/2017 13:34,landslide,unknown,large,,,73.86293399,34.56101506,2,0
9837,6/21/2017 18:51,riverbank_collapse,construction,medium,,,85.70071225,21.556137,2,2
9753,5/29/2017 13:34,landslide,mining,medium,,,121.8676602,24.54070891,0,0
9764,6/1/2017 13:34,rock_fall,unknown,small,,,-105.363267,38.49307909,0,0
9712,6/10/2017 13:27,landslide,rain,small,,,92.74744512,23.73354779,2,
9747,6/4/2017 13:34,landslide,continuous_rain,medium,,,87.67107225,27.33861278,0,0
9705,6/12/2017 13:27,landslide,rain,small,,,74.66018578,13.90074546,0,0
9704,6/12/2017 13:27,mudslide,continuous_rain,medium,,,94.36416626,25.11956675,0,0
9810,5/19/2017 20:14,mudslide,rain,small,,,-83.712126,36.770029,0,0
9843,6/27/2017 13:10,mudslide,downpour,small,,,-119.3390619,46.24948002,0,0
9780,5/27/2017 13:34,rock_fall,unknown,small,,,-79.82932494,43.23493275,0,0
